Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2025-01-02 05:50:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-02 06:05:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-02 06:20:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-02 06:35:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-02 06:50:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-02 07:05:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-02 07:20:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-02 07:35:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-02 07:50:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-02 08:05:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","86 %",
"2025-01-02 08:20:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","86 %",
"2025-01-02 08:35:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","86 %",
"2025-01-02 08:50:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","86 %",
"2025-01-02 09:05:26","20.4 ℃","85.5 %","262.2 °","0.9 m/s","1017.7 hPa","0.02 mm","86 %",
"2025-01-02 09:20:26","20.3 ℃","84 %","276.5 °","1.1 m/s","1017.6 hPa","0.02 mm","87 %",
"2025-01-02 09:35:26","20.6 ℃","84 %","245 °","0.2 m/s","1017.8 hPa","0.02 mm","87 %",
"2025-01-02 09:50:26","20.8 ℃","84 %","182.9 °","0.1 m/s","1017.9 hPa","0.02 mm","87 %",
"2025-01-02 10:05:26","21.4 ℃","83.5 %","146.7 °","0.4 m/s","1018.1 hPa","0.02 mm","87 %",
"2025-01-02 10:20:26","21.7 ℃","83.5 %","173.8 °","0.2 m/s","1018.1 hPa","0.02 mm","87 %",
"2025-01-02 10:35:26","22.3 ℃","81.5 %","28.3 °","1 m/s","1018 hPa","0.02 mm","89 %",
"2025-01-02 10:50:26","22.9 ℃","80 %","61.5 °","0.4 m/s","1017.9 hPa","0.02 mm","89 %",
"2025-01-02 11:05:26","23.6 ℃","77.5 %","293.6 °","0.7 m/s","1017.7 hPa","0.02 mm","89 %",
"2025-01-02 11:20:25","23.9 ℃","76 %","310.6 °","0.6 m/s","1017.6 hPa","0.02 mm","89 %",
"2025-01-02 11:35:26","24.2 ℃","75.5 %","258.8 °","0.3 m/s","1017.3 hPa","0.02 mm","97 %",
"2025-01-02 11:50:26","24.4 ℃","75 %","7.3 °","0.5 m/s","1017 hPa","0.02 mm","97 %",
"2025-01-02 12:05:26","24.1 ℃","76 %","74.5 °","1 m/s","1016.7 hPa","0.02 mm","97 %",
"2025-01-02 12:20:25","23.5 ℃","78 %","61.5 °","0.3 m/s","1016.4 hPa","0.02 mm","97 %",
"2025-01-02 12:35:26","23.6 ℃","78 %","82.2 °","0.8 m/s","1016.2 hPa","0.02 mm","96 %",
"2025-01-02 12:50:25","24.1 ℃","76 %","89 °","1.1 m/s","1015.9 hPa","0.02 mm","96 %",
"2025-01-02 13:05:26","24.9 ℃","74.5 %","333.6 °","0.6 m/s","1015.6 hPa","0.02 mm","96 %",
"2025-01-02 13:20:26","24.7 ℃","74 %","101.4 °","0.6 m/s","1015.2 hPa","0.02 mm","96 %",
"2025-01-02 13:35:26","24.2 ℃","75 %","0.1 °","0.8 m/s","1014.8 hPa","0.02 mm","96 %",
"2025-01-02 13:50:26","24.6 ℃","75 %","116.6 °","0.5 m/s","1014.7 hPa","0.02 mm","100 %",
"2025-01-02 14:05:26","25.7 ℃","70.5 %","136 °","0.6 m/s","1014.7 hPa","0.02 mm","100 %",
"2025-01-02 14:20:25","25.9 ℃","69 %","217.5 °","0.8 m/s","1014.4 hPa","0.02 mm","100 %",
"2025-01-02 14:35:28","26.3 ℃","69 %","61.1 °","1 m/s","1014.3 hPa","0.02 mm","100 %",
"2025-01-02 14:50:25","25.8 ℃","70.5 %","105.9 °","0.9 m/s","1014.2 hPa","0.02 mm","100 %",
"2025-01-02 15:05:25","24.7 ℃","75 %","70.6 °","1.9 m/s","1014.2 hPa","0.02 mm","100 %",
"2025-01-02 15:20:25","24 ℃","78 %","75.5 °","2.7 m/s","1014.3 hPa","0.02 mm","100 %",
"2025-01-02 15:35:26","23.3 ℃","82.5 %","104.9 °","1.1 m/s","1014.5 hPa","0.02 mm","100 %",
"2025-01-02 15:50:25","23 ℃","83 %","73.9 °","2.4 m/s","1014.6 hPa","0.02 mm","100 %",
"2025-01-02 16:05:26","23 ℃","82.5 %","85.4 °","1.1 m/s","1014.6 hPa","0.02 mm","100 %",
"2025-01-02 16:20:25","23.1 ℃","82.5 %","106.1 °","1.8 m/s","1014.8 hPa","0.02 mm","100 %",
"2025-01-02 16:35:25","23.1 ℃","83.5 %","100.6 °","0.9 m/s","1014.8 hPa","0 mm","100 %",
"2025-01-02 16:50:25","23.2 ℃","83.5 %","89.4 °","1 m/s","1015 hPa","0 mm","100 %",
"2025-01-02 17:05:25","23 ℃","84 %","97.8 °","0.5 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-02 17:20:26","22.9 ℃","84.5 %","140.8 °","1.4 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-02 17:35:25","22.7 ℃","85.5 %","119.4 °","0.7 m/s","1015.3 hPa","0 mm","100 %",
"2025-01-02 17:50:25","22.6 ℃","84 %","79.9 °","0.6 m/s","1015.2 hPa","0 mm","100 %",
"2025-01-02 18:05:25","22.5 ℃","84.5 %","53.6 °","1.2 m/s","1015.3 hPa","0 mm","100 %",
"2025-01-02 18:20:25","22.4 ℃","86 %","76.6 °","0.6 m/s","1015.4 hPa","0 mm","100 %",
"2025-01-02 18:35:25","22.4 ℃","85.5 %","90.1 °","0.5 m/s","1015.2 hPa","0 mm","100 %",
"2025-01-02 18:50:25","22.3 ℃","86 %","106.1 °","0.5 m/s","1015.4 hPa","0 mm","100 %",
"2025-01-02 19:05:25","22.3 ℃","85.5 %","72 °","0.7 m/s","1015.7 hPa","0 mm","100 %",
"2025-01-02 19:20:25","22.4 ℃","86 %","68.5 °","1.2 m/s","1016 hPa","0 mm","100 %",
"2025-01-02 19:35:25","22.3 ℃","87 %","66.2 °","0.6 m/s","1016.1 hPa","0 mm","100 %",
"2025-01-02 19:50:25","22.3 ℃","87.5 %","144.7 °","1.1 m/s","1016.4 hPa","0 mm","100 %",
"2025-01-02 20:05:25","22.1 ℃","88.5 %","151.4 °","1 m/s","1016.5 hPa","0 mm","100 %",
"2025-01-02 20:20:25","22 ℃","88.5 %","142.5 °","0.8 m/s","1016.7 hPa","0 mm","100 %",
"2025-01-02 20:35:25","21.7 ℃","89 %","171.1 °","1 m/s","1016.8 hPa","0 mm","100 %",
"2025-01-02 20:50:25","21.5 ℃","89.5 %","147.8 °","0.9 m/s","1017.1 hPa","0 mm","100 %",
"2025-01-02 21:05:25","21.4 ℃","90 %","185.5 °","0.9 m/s","1017.2 hPa","0 mm","100 %",
"2025-01-02 21:20:25","21.5 ℃","90.5 %","184.1 °","0.8 m/s","1017.4 hPa","0 mm","100 %",
"2025-01-02 21:35:25","21.5 ℃","91 %","175.9 °","0.7 m/s","1017.7 hPa","0 mm","98 %",
"2025-01-02 21:50:25","21.5 ℃","90.5 %","286.6 °","0.1 m/s","1017.9 hPa","0 mm","98 %",
"2025-01-02 22:05:25","21.3 ℃","90.5 %","237.2 °","0.2 m/s","1017.8 hPa","0 mm","98 %",
"2025-01-02 22:20:25","21.2 ℃","90.5 %","319.9 °","0.3 m/s","1017.8 hPa","0 mm","98 %",
"2025-01-02 22:35:25","21.2 ℃","90.5 %","157.9 °","0.7 m/s","1017.9 hPa","0 mm","97 %",
"2025-01-02 22:50:25","21 ℃","91 %","346.2 °","0.2 m/s","1017.9 hPa","0 mm","97 %",
"2025-01-02 23:05:26","20.8 ℃","91.5 %","105.4 °","0.3 m/s","1017.9 hPa","0 mm","97 %",
"2025-01-02 23:20:25","20.6 ℃","92 %","157.2 °","0.1 m/s","1017.9 hPa","0 mm","97 %",
"2025-01-02 23:35:25","20.5 ℃","92.5 %","287.2 °","0.4 m/s","1017.9 hPa","0 mm","97 %",
"2025-01-02 23:50:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","95 %",
"2025-01-03 00:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","95 %",
"2025-01-03 00:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","95 %",
"2025-01-03 00:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","95 %",
"2025-01-03 00:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","95 %",
"2025-01-03 01:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-03 01:20:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-03 01:35:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-03 01:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-03 02:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","92 %",
"2025-01-03 02:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","92 %",
"2025-01-03 02:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","92 %",
"2025-01-03 02:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","92 %",
"2025-01-03 03:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","92 %",
"2025-01-03 03:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-03 03:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-03 03:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-03 04:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-03 04:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-03 04:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-03 04:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-03 05:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-03 05:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-03 05:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-03 05:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-03 06:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-03 06:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-03 06:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-03 06:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-03 07:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-03 07:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-03 07:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","85 %",
"2025-01-03 07:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","85 %",
"2025-01-03 08:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","85 %",
"2025-01-03 08:20:25","20.2 ℃","94 %","120.2 °","0.3 m/s","1019 hPa","0 mm","85 %",
"2025-01-03 08:35:25"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","85 %",
"2025-01-03 08:50:25","21.6 ℃","92.5 %","27.4 °","0.1 m/s","1020.1 hPa","0 mm","90 %",
"2025-01-03 09:05:25","22 ℃","93 %","244.6 °","0.3 m/s","1020.2 hPa","0 mm","90 %",
"2025-01-03 09:20:25","22.5 ℃","91 %","6.4 °","0.6 m/s","1020.2 hPa","0 mm","90 %",
"2025-01-03 09:35:25","23.1 ℃","88.5 %","297.5 °","0.9 m/s","1020.1 hPa","0 mm","90 %",
"2025-01-03 09:50:25","24.1 ℃","83.5 %","308.2 °","0.2 m/s","1020.1 hPa","0 mm","100 %",
"2025-01-03 10:05:25","25 ℃","80.5 %","210.2 °","0.1 m/s","1020.1 hPa","0 mm","100 %",
"2025-01-03 10:20:25","25.3 ℃","78.5 %","216.3 °","0.3 m/s","1019.9 hPa","0 mm","100 %",
"2025-01-03 10:35:25","25.6 ℃","77 %","76.7 °","0.3 m/s","1019.8 hPa","0 mm","100 %",
"2025-01-03 10:50:25","26.9 ℃","72.5 %","275.6 °","0.6 m/s","1019.8 hPa","0 mm","100 %",
"2025-01-03 11:05:25","27.5 ℃","70.5 %","128.4 °","0.7 m/s","1019.7 hPa","0 mm","100 %",
"2025-01-03 11:20:25","26.4 ℃","73.5 %","258 °","0.2 m/s","1019.4 hPa","0 mm","100 %",
"2025-01-03 11:35:25","26.4 ℃","73 %","140.4 °","1.8 m/s","1019.1 hPa","0 mm","100 %",
"2025-01-03 11:50:25","27.6 ℃","68.5 %","256.1 °","0.9 m/s","1019.1 hPa","0 mm","100 %",
"2025-01-03 12:05:25","27.6 ℃","68 %","90.9 °","1.6 m/s","1018.4 hPa","0 mm","100 %",
"2025-01-03 12:20:25","28.5 ℃","64.5 %","157.6 °","1.5 m/s","1018.3 hPa","0 mm","100 %",
"2025-01-03 12:35:25","28.5 ℃","63.5 %","109 °","0.6 m/s","1017.9 hPa","0 mm","100 %",
"2025-01-03 12:50:25","28.5 ℃","62.5 %","136.2 °","2.2 m/s","1017.5 hPa","0 mm","100 %",
"2025-01-03 13:05:25","29.2 ℃","60.5 %","174.5 °","1.1 m/s","1017.1 hPa","0 mm","100 %",
"2025-01-03 13:20:25","28.4 ℃","61.5 %","156.7 °","0.8 m/s","1016.5 hPa","0 mm","100 %",
"2025-01-03 13:35:25","28.2 ℃","61.5 %","152.3 °","0.9 m/s","1016.3 hPa","0 mm","100 %",
"2025-01-03 13:50:25","28.9 ℃","58.5 %","53.2 °","0.7 m/s","1016.1 hPa","0 mm","100 %",
"2025-01-03 14:05:26","30.5 ℃","56 %","69.8 °","0.6 m/s","1016.1 hPa","0 mm","100 %",
"2025-01-03 14:20:25","29.4 ℃","59.5 %","64.1 °","0.9 m/s","1015.7 hPa","0 mm","100 %",
"2025-01-03 14:35:25","30.8 ℃","53 %","94 °","1.2 m/s","1015.6 hPa","0 mm","100 %",
"2025-01-03 14:50:25","30.9 ℃","54.5 %","80.1 °","2.4 m/s","1015.4 hPa","0 mm","100 %",
"2025-01-03 15:05:25","27.2 ℃","68 %","78.1 °","1.3 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-03 15:20:25","26.7 ℃","69 %","79.5 °","1.6 m/s","1015 hPa","0 mm","100 %",
"2025-01-03 15:35:25","27.5 ℃","66 %","57.8 °","2.3 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-03 15:50:25","27.6 ℃","66.5 %","68.3 °","2.7 m/s","1015.2 hPa","0 mm","100 %",
"2025-01-03 16:05:25","26.7 ℃","68.5 %","56.2 °","1.7 m/s","1015.2 hPa","0 mm","100 %",
"2025-01-03 16:20:25","26.6 ℃","68 %","53 °","1.9 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-03 16:35:25","26.1 ℃","69.5 %","32 °","1.9 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-03 16:50:25","25.9 ℃","70 %","73.8 °","2.9 m/s","1015.3 hPa","0 mm","100 %",
"2025-01-03 17:05:25","25.7 ℃","70 %","70 °","2.8 m/s","1015.6 hPa","0 mm","100 %",
"2025-01-03 17:20:25","25.3 ℃","71.5 %","65.5 °","2.5 m/s","1015.7 hPa","0 mm","100 %",
"2025-01-03 17:35:25","24.8 ℃","73.5 %","65.3 °","2.1 m/s","1015.8 hPa","0 mm","100 %",
"2025-01-03 17:50:25","24.3 ℃","74.5 %","77.3 °","1.3 m/s","1015.8 hPa","0 mm","100 %",
"2025-01-03 18:05:25","23.9 ℃","76.5 %","118.6 °","2 m/s","1016.1 hPa","0 mm","100 %",
"2025-01-03 18:20:25","23.5 ℃","78 %","52.4 °","1.3 m/s","1016.2 hPa","0 mm","100 %",
"2025-01-03 18:35:25","23.3 ℃","78.5 %","92 °","1.1 m/s","1016.3 hPa","0 mm","100 %",
"2025-01-03 18:50:27","23 ℃","79.5 %","61.4 °","1.3 m/s","1016.5 hPa","0 mm","100 %",
"2025-01-03 19:05:25","22.8 ℃","80.5 %","101 °","0.5 m/s","1016.7 hPa","0 mm","100 %",
"2025-01-03 19:20:25","22.4 ℃","82 %","61.2 °","0.6 m/s","1016.8 hPa","0 mm","100 %",
"2025-01-03 19:35:25","22 ℃","83.5 %","78.8 °","0.5 m/s","1017.1 hPa","0 mm","100 %",
"2025-01-03 19:50:25","21.8 ℃","84 %","42.1 °","0.8 m/s","1017.2 hPa","0 mm","100 %",
"2025-01-03 20:05:25","21.7 ℃","84 %","102 °","0.8 m/s","1017.3 hPa","0 mm","100 %",
"2025-01-03 20:20:25","21.6 ℃","84.5 %","116.3 °","0.7 m/s","1017.4 hPa","0 mm","100 %",
"2025-01-03 20:35:25","21.6 ℃","84.5 %","97.3 °","0.6 m/s","1017.6 hPa","0 mm","100 %",
"2025-01-03 20:50:25","21.5 ℃","84 %","80.8 °","1.2 m/s","1017.7 hPa","0 mm","100 %",
"2025-01-03 21:05:25","21.3 ℃","85 %","115.3 °","0.6 m/s","1017.9 hPa","0 mm","100 %",
"2025-01-03 21:20:25","21.2 ℃","86 %","72.9 °","0.5 m/s","1018 hPa","0 mm","100 %",
"2025-01-03 21:35:25","20.8 ℃","87.5 %","31.7 °","0.2 m/s","1018.2 hPa","0 mm","100 %",
"2025-01-03 21:50:25","20.8 ℃","88 %","84.9 °","1.2 m/s","1018.2 hPa","0 mm","100 %",
"2025-01-03 22:05:25","20.7 ℃","88.5 %","100.6 °","0.6 m/s","1018.2 hPa","0 mm","99 %",
"2025-01-03 22:20:25","20.5 ℃","89.5 %","59.2 °","0.6 m/s","1018.2 hPa","0 mm","99 %",
"2025-01-03 22:35:25","20.3 ℃","90 %","226.5 °","0.1 m/s","1018.2 hPa","0 mm","99 %",
"2025-01-03 22:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","99 %",
"2025-01-03 23:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","99 %",
"2025-01-03 23:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","97 %",
"2025-01-03 23:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","97 %",
"2025-01-03 23:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","97 %",
"2025-01-04 00:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","97 %",
"2025-01-04 00:20:30"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","96 %",
"2025-01-04 00:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","96 %",
"2025-01-04 00:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","96 %",
"2025-01-04 01:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","96 %",
"2025-01-04 01:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","96 %",
"2025-01-04 01:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-04 01:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-04 02:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-04 02:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","94 %",
"2025-01-04 02:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2025-01-04 02:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2025-01-04 03:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2025-01-04 03:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2025-01-04 03:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","93 %",
"2025-01-04 03:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-04 04:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-04 04:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-04 04:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","91 %",
"2025-01-04 04:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-04 05:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-04 05:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-04 05:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","90 %",
"2025-01-04 05:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-04 06:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-04 06:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-04 06:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-04 06:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","89 %",
"2025-01-04 07:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-04 07:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-04 07:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-04 07:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","87 %",
"2025-01-04 08:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-04 08:20:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-04 08:35:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-04 08:50:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-04 09:05:29"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","88 %",
"2025-01-04 09:20:25","19.6 ℃","94 %","180.6 °","0.6 m/s","1018 hPa","0 mm","91 %",
"2025-01-04 09:35:25","19.8 ℃","94 %","168.6 °","0.8 m/s","1018.2 hPa","0 mm","91 %",
"2025-01-04 09:50:25","20 ℃","94 %","145.2 °","1 m/s","1018.2 hPa","0 mm","91 %",
"2025-01-04 10:05:25","20.3 ℃","94 %","228.5 °","0.3 m/s","1018.4 hPa","0 mm","91 %",
"2025-01-04 10:20:25","20.7 ℃","93.5 %","213 °","1.5 m/s","1018.4 hPa","0 mm","96 %",
"2025-01-04 10:35:25","21.2 ℃","93 %","320 °","0.3 m/s","1018.4 hPa","0 mm","96 %",
"2025-01-04 10:50:25","21.7 ℃","92 %","130.9 °","1.3 m/s","1018.3 hPa","0 mm","96 %",
"2025-01-04 11:05:25","22.8 ℃","90.5 %","120.3 °","0.6 m/s","1018.1 hPa","0 mm","96 %",
"2025-01-04 11:20:25","25.1 ℃","79 %","159.3 °","1.8 m/s","1017.4 hPa","0 mm","100 %",
"2025-01-04 11:35:25","26.2 ℃","71.5 %","148.1 °","1.4 m/s","1016.7 hPa","0 mm","100 %",
"2025-01-04 11:50:25","25.7 ℃","70 %","138.4 °","3.2 m/s","1016 hPa","0 mm","100 %",
"2025-01-04 12:05:25","26.7 ℃","67 %","128 °","1.2 m/s","1015.7 hPa","0 mm","100 %",
"2025-01-04 12:20:25","25.9 ℃","67.5 %","136.3 °","1.4 m/s","1014.9 hPa","0 mm","100 %",
"2025-01-04 12:35:25","27.4 ℃","61 %","119.5 °","4.2 m/s","1014.7 hPa","0 mm","100 %",
"2025-01-04 12:50:25","26.9 ℃","61 %","123.9 °","2.9 m/s","1014.1 hPa","0 mm","100 %",
"2025-01-04 13:05:25","26 ℃","62.5 %","130.9 °","2.3 m/s","1013.5 hPa","0 mm","100 %",
"2025-01-04 13:20:25","27 ℃","56.5 %","148.7 °","2 m/s","1013.1 hPa","0 mm","100 %",
"2025-01-04 13:35:25","27.5 ℃","55 %","129.2 °","2.2 m/s","1012.7 hPa","0 mm","100 %",
"2025-01-04 13:50:25","27.7 ℃","56 %","133.7 °","2.5 m/s","1012.4 hPa","0 mm","100 %",
"2025-01-04 14:05:25","28.7 ℃","51.5 %","145.3 °","2.6 m/s","1012.1 hPa","0 mm","100 %",
"2025-01-04 14:20:25","28.3 ℃","51.5 %","188.3 °","1.3 m/s","1011.6 hPa","0 mm","100 %",
"2025-01-04 14:35:25","28.4 ℃","52 %","163.8 °","2.6 m/s","1011.3 hPa","0 mm","100 %",
"2025-01-04 14:50:25","27.1 ℃","54.5 %","146.5 °","2.4 m/s","1010.7 hPa","0 mm","100 %",
"2025-01-04 15:05:25","27.4 ℃","54.5 %","162.4 °","2.1 m/s","1010.6 hPa","0 mm","100 %",
"2025-01-04 15:20:25","28.1 ℃","51.5 %","114.8 °","2.3 m/s","1010.5 hPa","0 mm","100 %",
"2025-01-04 15:35:25","28.1 ℃","52 %","152.8 °","2.4 m/s","1010.4 hPa","0 mm","100 %",
